GEOID,obesity_cr,% Black,% Ame Indi and AK Native,% Asian,% Nati Hawa and Paci Island,% Hispanic or Latino,% male,% married,% age 18-29,% age 30-39,% age 40-49,% age 50-59,% age >=60,% <highschool,median income,% unemployment,% below poverty line,% food stamp/SNAP,median value units built,median year units built,% renter-occupied housing units,population density
6037224410,24.6,0.040101042,0.001263025,0.154720556,0.0050521,0.63088096,0.485948847,0.305192511,0.385222608,0.131986107,0.074518472,0.109567414,0.159456899,0.401503759,26742,0.0521262,0.371323529,0.13510942,452800,1948,0.842055186,6990.336693
6037267404,21.5,0.047904192,0.039221557,0.156287425,0,0.115568862,0.547005988,0.326234269,0.256287425,0.30988024,0.112874251,0.067365269,0.152994012,0.081838565,80549,0.111407013,0.215269461,0.008290816,934900,1972,0.87755102,11746.45936
6037267300,20.4,0.041144528,0,0.251044277,0,0.158312448,0.505847953,0.327769005,0.299916458,0.288429407,0.098997494,0.11487051,0.120927318,0.089921697,69337,0.06318927,0.150947413,0.041628959,589600,1974,0.855656109,11131.1302
6037218800,28.8,0.231767181,0.008765778,0.170757363,0,0.526647966,0.531907433,0.37737442,0.205820477,0.169004208,0.125175316,0.108695652,0.201262272,0.262591687,50921,0.038344492,0.132187938,0.113541667,722400,1939,0.780208333,6931.297042
6037219500,26.1,0.544738323,0,0.156443444,0,0.181204277,0.481148002,0.432698621,0.113674733,0.111986494,0.148002251,0.131119865,0.31401238,0.053611318,63359,0.116926503,0.079347214,0.054739653,584000,1946,0.238985314,3188.278904
6037219800,34.5,0.19430605,0.003914591,0.027758007,0,0.738434164,0.451601423,0.393506494,0.179715302,0.203914591,0.123843416,0.127402135,0.145907473,0.433614331,37933,0.063875089,0.271530249,0.122345804,425000,1952,0.722952477,6301.183098
6037220000,34.1,0.287577992,0,0.071090943,0.002457932,0.551143884,0.485914161,0.43836886,0.163546984,0.145207033,0.124976366,0.169408206,0.164114199,0.260451045,45476,0.025594809,0.195311023,0.147721582,530500,1941,0.68452679,5444.831065
6037220100,33.6,0.514305412,0,0.042399173,0,0.366425371,0.495001724,0.343242172,0.208548776,0.070665288,0.163391934,0.177524991,0.219579455,0.183341548,53727,0.039966694,0.230265426,0.146435453,588900,1950,0.520231214,2960.222205
6037221120,35,0.005405405,0,0.024483307,0,0.958982512,0.46899841,0.307722462,0.246422893,0.155166932,0.111923688,0.103974563,0.13863275,0.535092348,36150,0.079051383,0.294753577,0.221698113,593100,1939,0.918632075,9909.912749
6037221210,30.9,0.086687307,0.019195046,0.094117647,0,0.785448916,0.491021672,0.418035919,0.204643963,0.142105263,0.119814241,0.129102167,0.188854489,0.374190564,44265,0.053507729,0.222809198,0.127828054,618000,1939,0.725113122,9006.44672
